string0,string1
Minnesota State University/Mankato,"MINNESOTA STATE UNIV, MANKATO"
Nature Conservancy,The Nature Conservancy
Instrumental Inc,"Instrumental, Inc."
"Martinez, Michael",Mr. Michael Martinez
AIT Labs,AIT
Partners HealthCare,Partners Healthcare
US Steel,U S STEEL CORP
Ocean Beauty,OCEAN BEAUTY
Danaher Hach Homeland Security Tech,DANAHER HACH HOMELAND SECURITY TECHNOLOGIES
Shoney's Inc,SHONEYS
"Heiser, Fran & Gary","HEISER, FRAN & GARY"
"Grossman, Marla P",MARLA GROSSMAN
Morhard & Assoc,MORHARD & ASSOCIATES
US Music Stars Federal PAC,United States Music Stars Federal PAC
nescrow.com,NESCROW.COM
Fragrance Creators Assn,INTERNATIONAL FRAGRANCE ASSOCIATION NORTH AMERICA
Pearson Education Latin America,PEARSON EDUCATION LATIN AMERICA
Puradyn Filter Technologies,PURADYN FILTER TECHNOLOGIES
Organogenesis Inc,Organogenesis Inc.
DC Catholic Conference,DC CATHOLIC CONFERENCE
Assn for Professionals/Infection Control,ASSN FOR PROFESSIONALS IN INFECTION CONTROL & EPIDEMIOLOGY
PNC Bank Corp,"PNC Bank, National Association"
Texas Medical Assn,TEXAS MEDICAL ASSOCIATION
Technical Career Institutes,TECHNICAL CAREER INSTS
Myriad Genetics,"Myriad Genetic Laboratories, Inc."
"Brazoria County, TX","BRAZORIA COUNTY, TX"
Hasco International,HASCO INTL LLC
Torrent Technologies,TORRENT TECNOLOGIES
i2Telecom International,I2TELECOM INTL INC
My Turn Inc,"MY TURN, Inc."
Ralston Purina Co,NESTLE PURINA PETCARE CO
Panasonic Avionics,Panasonic Avionics Corporation
"Pueblo County, CO","PUEBLO COUNTY, COLORADO"
SolarWorld,"SolarWorld Industries America, Inc."
Covanta Energy Corp,Covanta Energy Corporation
Trinity Repertory,Trinity Reperatory Company
SNP Alliance,"SNP ALLIANCE, INC."
Letgo USA,Letgo USA B.V.
National Restaurant Assn,NATL RESTAURANT ASSN
Norcal Mutual Insurance,NORCAL MUTUAL INSURANCE COMPANY
Andersen Aviation Industry Practice,"ARTHUR ANDERSEN, AVIATION INDUSTRY PRACTICE"
Leukemia & Lymphoma Society,LEUKEMIA & LYMPHOMA SOCIETY
Federated Investors Inc,Federated Investors
Animal Health Institute,ANIMAL HEALTH INST
Philip Morris Management,PHILIP MORRIS MANAGEMENT CO
Digimarc Corp,DIGIMARC CORP
"Merced County, CA",COUNTY OF MERCED
Scooter Store,SCOOTER STORE
Morganti Group,MORGANTI GROUP
Sher & Blackwell,"Sher & Blackwell, LLP"
Coalition for FCC Licensing Fairness,COALITION FOR FCC LICENSING FAIRNESS
MPRI/Beamhit,MPRI BEAMHIT
Safety Messenger,"SAFETY MESSENGER, INC."
Natl Assn of Health Educational Facilities Finance,National Association of Health and Educational Facilities Finance Authorities
GE Capital,GE CAPITAL CORPORATION
Salazar Assoc International,SALAZAR ASSOC INTL
Transamerica,TRANSAMERICA COMPANIES
Porter Technologies,PORTER TECHNOLOGIES LLC
"City of Eagle Mountain, UT",CITY OF EAGLE MOUNTAIN UT
"Champion, Gerald",GERALD CHAMPION
Occidental Petroleum,OCCIDENTAL PETROLEUM CORPORATION
Air Conditioning & Refrigeration Inst,AIR CONDITIONING & REFRIGERATION INST
KFX Inc,KFX
Mines Management Inc,"Mines Management, Inc."
LaSalle Bank,LASALLE BANK CORP
Starwood Energy Group Global,"STARWOOD ENERGY GROUP GLOBAL, LLC"
Drexler Technology,LASERCARD
US Chamber Institute for Legal Reform,US CHAMBER INST FOR LEGAL REFORM
C&S Wholesale Grocers,"C & S WHOLESALE GROCERS, INC"
HNTB Corp,HNTB CORP
Conwood Co,CONWOOD COMPANY
Impact Instrumentation,"IMPACT INSTRUMENTATION, INC"
Ludwig Cancer Institute,LUDWIG CANCER INST
Kirkpatrick & Lockhart,KIRKPATRICK & LOCKHART
Clearfield Ohio Holdings,CLEARFIELD OHIO HOLDINGS
National Assn/Educ Of Young Children,NATL ASSN FOR THE EDUCATION OF YOUNG CHILDREN
Synergy Partners,SYNERGY PARTNERS
"City of Port Townsend, WA",CITY OF PORT TOWNSEND WASHINGTON
National Soc of Professional Engineers,NATL SOCIETY OF PROFESSIONAL ENGINEERS
Oregon Economic Development Dept,OREGON ECONOMIC DEVELOPMENT DEPT
San Joaquin Valley Air Pollution Control,SAN JOAQUIN VALLEY WIDE AIR POLLUTION STUDY AGENCY
J Milton & Assoc,J. MILTON & ASSOCIATES
Bessemer Group,Bessemer Securities Corporation
PV2 Energy,"PV2 Energy, LLC"
Northern Virginia Hospital Alliance,NORTHERN VIRGINIA HOSPITAL ALLIANCE
International Dairy Foods Assn,INTERNATIONAL DAIRY FOODS ASSOCIATION
"Dugan, John V Jr","DUGAN, JOHN V. JR."
Malcolm Pirnie Inc,"MALCOLM PIRNIE, INC."
FPL Group,"FPL GROUP, INC."
Aristatek Inc,ARISTATEK
ContourMed,Contourmed
"Mayer, Virginia M","MAYER, VIRGINIA M."
"Bradley, Arant et al",BRADLEY ARANT ROSE & WHITE
National School Boards Assn,NATL SCHOOL BOARDS ASSN
Sisseton-Wahpeton Sioux Indian Tribe,Sisseton-Wahpeton Oyate
Clipper Seafoods,CLIPPER SEAFOOD
"City of Charlotte, NC",CITY OF CHARLOTTE
LIGTT Midstream,LIGTT Midstream Holdings
DDL Omni Engineering,DDL OMNI Engineering
EMC Corp,EMC CORPORATION INC
Olive Crest Abused Children's Foundation,Olive Crest Abused Childrens Foundation
Montclair State University,MONTCLAIR STATE UNIVERSITY
Milliken & Co,MILLIKEN & COMPANY
Bayer Healthcare,BAYER HEALTHCARE
Sobba Public,"Sobba Public, LLC"
Consumer Bankers Assn,Consumer Bankers Association
Alliance/Advancing Nonprofit Health Care,Institute for Advancing Nonprofit Health Care
Myriad Genetics,"MYRIAD GENETICS, INC."
National Family Planning/Reproductive Health Assn,NATL FAMILY PLANNING & REPRODUCTIVE HEALTH ASSN
Victory Memorial Hospital,VICTORY MEMORIAL HOSPITAL
J Ritchie,J RITCHIE
Gas Research Institute,GAS RESEARCH INST
Association of Equipment Manufacturers,Assn of Equipment Manufacturers
Gustavus Electric,GUSTAVUS ELECTRIC CO
"Ceant, Jean Henry",Jean Henry Ceant
Mosaic Co,MOSAIC CO
Chandler May,"Chandler May, Inc"
BlackRock Capital Management,BLACKROCK CAPITAL MANAGEMENT INC
Healthcare Distribution Management Assn,Healthcare Distribution Management Association
Bethune-Cookman College,BETHUNE COOKMAN COLLEGE
Kuskokwim Corp,KUSKOWIM CORP
Gas Technology Institute,GAS TECHNOLOGIES INSTITUTE
Irrigation Assn,BOB LAWRENCE AND ASSOCIATES INC
American Red Cross,AMERICAN NATL RED CROSS
Windstream Communications,WINDSTREAM CORP
Kennametal Inc,KENNAMETAL INC
Halliburton Energy Services,"Halliburton Energy Services, Inc."
Conservation Trust Fund of Puerto Rico,CONSERVATION TRUST OF PUERTO RICO
Desarrollos Energeticos,Desarrollos Energeticos S.A.
Celgene Cellular Therapeutics,CELGENE CELLULAR THERAPEUTICS
"Oil, Chemical & Atomic Workers Union",OIL CHEMICAL & ATOMIC WORKERS INTL UNION
Veterans of Foreign Wars,VETERANS OF FOREIGN WARS OF THE UNITED STATES
Lockheed Martin Aircraft & Logistics,LOCKHEED MARTIN AIRCRAFT & LOGISTICS CENTERS
National Assn of Federal Credit Unions,NATL ASSN OF FEDERAL CREDIT UNIONS
Parkview Health System,Parkview Health Systems
Owens-Illinois,OWENS CORNING
Rhone Strategies,"Rhone Strategies, LLC"
International Council of Shopping Centers,ICSC - International Council of Shopping Centers
Puerto Rico Senate,"OFFICE OF SENATE PRESIDENT, SENATE OF PUERTO RICO"
Alaska Federation of Natives,ALASKA FED OF NATIVES
Bright Horizons Family Solutions,Bright Horizons Family Solutions Inc.
Atlas Crossing,ATLAS CROSSING
Creative Office Environments LLC,CREATIVE OFFICE ENVIRONMENTS
Pasteur Merieux Connaught,CONNAUGHT LABORATORIES
"Hill, Matt",Matt Hill
Cotton Growers Warehouse Assn,Cotton Growers Warehouse Association
Cogon Systems,COGON SYSTEMS
Agway Inc,AGWAY
Campbell Spencer Group,The Campbell Spencer Group
Leon Medical Centers,Leon Medical Center
CenterPoint Energy Gas Transmission,CENTERPOINT ENERGY GAS TRANSMISSION CO
Hotel/Restaurant Employees Intl Union,HEREIU
Money Tree,MONEY TREE
ICx Technologies,ICX TECHNOLOGIES
California State Senate,CALIFORNIA STATE UNIV SAN BERNARDINO FOUNDATION
Kemper Co,KEMPER CO
National Assn for Behavioral Health,The National Association for Behavioral Health
Griffith & Rogers,GRIFFITH & ROGERS
Dream Center Education Holdings,"Dream Center Education Holdings, LLC"
TCI Communications,TCI COMMUNICATIONS
Kinder Morgan Inc,KINDER MORGAN
Hydrocephalus Assn,HYDROCEPHALUS ASSN
"City of Las Cruces, NM","Las Cruces, City of"
Tenet Healthcare,TENET HEALTHCARE CORP
"City of Citrus Heights, CA",CITRUS HEIGHTS
American Diabetes Assn,American Diabetes Association
Hoecker Energy Law & Policy,Hoecker Energy Law & Policy PLLC
Geooptics LLC,"GeoOptics, LLC"
Westvaco Corp,MEADWESTVACO
Bank of New York Mellon,BANK OF NEW YORK MELLON
Virgin Nigerian Airways,VIRGIN NIGERIA AIRWAYS LTD
Development Corp of Harlingen,"Development Corporation of Harlingen, Inc"
Primerica Financial Services,"Primerica, Inc."
Camara Nacional de la Industria Pesquera,CAMARA NACIONAL DE LA INDUSTRIA PESQUERA
Montgomery County Community College,MONTGOMERY COUNTY COMMUNITY COLLEGE
Gallagher & Kennedy,GALLAGHER & KENNEDY
US Sterling Capital,U.S. Sterling Capital Corp.
Myriad Genetics,"Myriad Genetics, Inc."
Airport Shoppes Corp,AIRPORT SHOPPES CORP
Assicurazioni Generali,ASSICURAZIONI GENERALI S.P.A
"Tulare County, CA","TULARE COUNTY, CA"
Achaogen,ACHAOGEN INC
TRC Companies,"TRC Companies, Inc."
Mashpee Wampanoag Tribe,MASHPEE WAMPANOAG TRIBE OF MASSACHUSETTS
US-India Earthquake Relief Fund,US INDIA EARTHQUAKE RELIEF FUND
"Pflug, Jackie Nink/EgyptAir 648 Victims",Jackie Nink Pflug and other American Victims of EgyptAir Flight # 648
Capital Technologies,Capital Technologies Inc.
Bob Davis & Assoc,"DAVIS & ASSOC, BOB"
National Psoriasis Foundation,NATL PSORIASIS FOUNDATION
Alliance Diversified Enterprises,Alliance Diversified Enterprises Inc.
Council on Fed Procurement/Arch/Eng Svcs,COUNCIL ON FEDERAL PROCUREMENT OF ARCHITECTURAL ENGINEERING SVC.
AbTech Industries,ABTECH Industries
DXC Technology,DXC TECHNOLOGY COMPANY AND AFFILIATES
Florida Bankers Assn,FLORIDA BANKERS ASSN
Free Press,FREE PRESS
Texas Orthopaedic Assn,Texas Orthopaedic Association
American Council on Intl Personnel,AMERICAN COUNCIL ON INTERNATIONAL PERSONNEL
Greenville,GREENVILLE
Grocery Manufacturers of America,GROCERY MANUFACTURERS OF AMERICA
"Kilkenny, Alan",ALAN KILKENNY
Satellite Industry Assn,SATELLITE INDUSTRY ASSOCIATION
Washington County Land Use & Transport,WASHINGTON COUNTY LAND USE & TRANSPORTATION
Regional Econ Development Partnership,Regional Economic Development Partnership
DVBE Network,D.V.B.E. NETWORK
Managed Funds Assn,MANAGED FUNDS ASSOCIATION
Sepracor Inc,Sepracor Inc.
LiveRamp Inc,Acxiom
"Worby, Groner et al",WORCESTER BUSINESS DEVELOPMENT CORP
Natl Alliance of State Rural Water Assns,NATIONAL ALLIANCE OF STATE AND TERRITORIAL AIDS DIRECTORS
"Village of Riverdale, IL",VILLAGE OF RIVERDALE
Intl Intellectual Property Institute,INTERNATIONAL INTELLECTUAL PROPERTY INSTITUTE
Norman Regional Hospital Foundation,NORMAN REGIONAL HOSPITAL FOUNDATION
GATX Corp,GATX CORP
Welch Foods,WELCH FOODS
Alaska Wilderness League,ALASKA WILDERNESS LEAGUE
Municipal Leasing Coalition,MUNICIPAL LEASING
Dr Phillips Inc,DR. PHILLIPS INC.
Metcor Ltd,METCOR
Tate & Lyle North American Sugars,TATE & LYLE NORTH AMERICA
National Cable & Telecommunications Assn,NATL CABLE TELECOMMUNICATIONS ASSN
BNSF Railway,BURLINGTON NORTHERN SANTE FE
"Moran, Anson B",Mr. ANSON MORAN
Bangladesh Garment Mfrs & Exporters Assn,BANGLADESH GARMENT MANUFACTUTURERS & EXPORTERS ASSN
GDF Suez Energy North America,GDF SUEZ ENERGY NORTH AMERICA INC
Wiley X Inc,"Wiley X, Inc."
Morton Arboretum,The Morton Arboretum
Dillingham & Murphy,DILLINGHAM & MURPHY
Bean Stuyvesant,BEAN STUYVESANT
Pro Literacy Worlwide,Pro Literacy Worldwide
Delta Air Lines,"Delta Air Lines, Inc"
St John's Hospital,St. John's Hospital
Academy of Adoption/Assisted Reproduction Attys,American Academy of Adoption Attorneys
Williamson Law & Policy,Williamson Law + Policy PLLC
Day & Zimmermann,DAY & ZIMMERMAN
Association of Floral Importers of Florida,ASSN OF FLORAL IMPORTERS OF FLORIDA
Houchens Industries,"HOUCHENS INDUSTRIES, INC."
Ohio Oil & Gas Assn,OHIO OIL & GAS ASSN
Wheat Export Trade Education Cmte,WHEAT EXPORT TRADE EDUCATION COMMITTEE
Nevada Power,NEVADA POWER CO
"Neel, Roy Meeks","NEEL, ROY MEEKS"
Kansas City Southern,KANSAS CITY SOUTHERN RAILWAY COMPANY
Clean Fuels Development Coalition,CLEAN FUELS DEVELOPMENT COALITION
Weaver Popcorn,"WEAVER POPCORN COMPANY, INC."
Laboratory Corp of America,Laboratory Corporation of America Holdings
Illinois Dept of Transportation,ILLINOIS DEPT OF TRANSPORTATION
Olin Corp,GLOBAL BRASS AND COPPER
Lasercard Corp,LASER CARD
City University of New York,RESEARCH FOUNDATION OF THE CITY UNIV
DaVinci Hourani,DAVINCCI HORANI
Port of Corpus Christi Authority,PORT OF CORPUS CHRISTI
Lebanese Americans for Freedom & Democra,LEBANESE AMERICANS FOR FREEDOM & DEMOCRACY
EdisonLearning Inc,EDISONLEARNING
Battelle Memorial Institute,BATTELLE
Bunge North America,BUNGE NORTH AMERICA
People of the State of Illinois,PEOPLE OF THE STATE OF IL
American Jewish Cmte,AMERICAN JEWISH COMMITTEE
Water & Power Law Group,Water and Power Law Group
American Academy of Child & Adolescent Psychiatry,AMERICAN ACADEMY OF CHILD & ADOLESCENT PSYCHIATRY
Allied Domecq Spirits & Wine,BEAM GLOBAL SPIRITS & WINE
Hospital & Healthsystem Assn of Pennsylvania,THE HOSPITAL & HEALTHSYSTEM ASSOCIATION OF PENNSYLVANIA
American Home Partners,"AMERICAN HOME PARTNERS, INC"
Bipartisan Policy Center Advocacy Network,Bipartisan Policy Center Action
Thayer Gate Energy,"THAYER GATE ENERGY, LLC"
Amer Soc Biochemistry & Molecular Bio,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY
Supreme Group USA,"Supreme Group USA, LLC"
Professional & Scientific Assoc,PROFESSIONAL AND SCIENTIFIC ASSOCIATES
Government of Liberia,REPUBLIC OF LIBERIA
MJ Simon & Co,"M.J. Simon & Company, LLC"
Think Policy Consulting,"Think Policy Consulting, LLC"
Broadwater Energy,BROADWATER ENERGY LLC
Sempra Energy Global Enterprises,SEMPRA ENERGY GLOBAL ENTERPRISES
Pentech Energy Solutions,PENTECH ENERGY SOLUTIONS
SKB Consulting Group,SKB CONSULTING GROUP
"Hills, Stern & Morley",HIlls Stern & Morley LLP
Lindbergh Counsel,Lindbergh Counsel LLC
Victor International,VICTOR INTL
"Sarpalius, Bill","SARPALIUS, BILL"
North American Natural Casing Assn,NORTH AMERICAN NATURAL CASING ASSN
Dominican Power Partners,DOMINICAN POWER PARTNERS
Aerojet-General Corp,AEROJET-GENERAL CORPORATION
Irrigation Assn,Irrigation Association
White & Case,White & Case LLP
Aleutian Pribilof Islands Assn,Aleutian Pribilof Islands Association
American Dental Hygienists Assn,AMERICAN DENTAL HYGIENISTS' ASSOCIATION
Id Analytics,"ID ANALYTICS, INC."
Albertson's Inc,ALBERTSONS
Halsey Pharmaceuticals,HALSEY PHARMACEUTICALS
SpaceDev Inc,SPACEDEV INC
International Conf of Symphony & Opera Musicians,ICSOM International Conference of Symphony and Opera Musicians
Bicycle Casino,The Bicycle Casino
Edison International,EDISON INTERNATIONAL
Raytheon Co,RAYTHEON COMPANY
CAI Wireless Systems,CAI WIRELESS SYSTEMS
Gradient Analytics,GRADIENT ANALYTICS
"Jersey City, NJ",City of Jersey City
Global Energy Strategic Partners,GLOBAL ENERGY STRATEGIC PARTNERS
National Wildlife Federation,NATL WILDLIFE FED
Tenax Aerospace,"Tenax Aerospace, LLC"
Cox Powertrain,Cox PowerTrain Limited
Lucas Law Firm,"The Lucas Law Firm, PLLC"
Port of South Louisiana,PORT OF SOUTH LOUISIANA
Telecommunity Alliance,TELECOMMUNITY
Bombardier Transit Corp,BOMBARDIER TRANSIT CORPORATION
"Griffin, Dick","GRIFFIN, DICK"
Franklin Square Group,Franklin Square Group LLC
Gulf Coast Asphalt,GULF COAST ASPHALT
Navajo Code Talkers Assn,Navajo Code Talkers Association
Small Business Workforce Alliance,SMALL BUSINESS WORKFORCE COALITION
University of Nevada/Reno,"UNIVERSITY OF NEVADA, RENO"
Alcohol Monitoring Systems,"Alcohol Monitoring Systems, Inc."
United States Marine,"UNITED STATES MARINE, INC."
Community Education Centers,COMMUNITY EDUCATION CENTERS
Natl Assn of Optometrists & Opticians,National Association of Optometrists and Opticians
USA Rice Federation,USA RICE FEDERATION
Tenam Corp,Tenam Corporation
Sisters of St Francis Health Services,"SISTERS OF SAINT FRANCIS HEALTH SERVICES, INC."
Westell Technologies,WESTELL
Oxbow Corp,OXBOW CORPORATION
Humboldt Bay Rec & Conservation District,"HUMBOLDT BAY HARBOR, RECREATION & CONSERVATION DISTRICT"
GrayLoeffler LLC,The Loeffler Group
Amcor Task Force,AMCOR TASK FORCE
National Educ Knowledge Industry Assn,KNOWLEDGE ALLIANCE
Franchise Management Advisory Council,FRANCHISE MANAGEMENT ADVISORY COUNCIL
Commercial Weather Services Assn,COMMERCIAL WEATHER SERVICES ASSOCIATION
St Louis Zoo Assn,St. Louis Zoo Association
America's Second Harvest,AMERICA'S SECOND HARVEST - THE NATION'S FOOD BANK NETWORK
Barnes-Aastad Assn,Barnes-Aastad Association
National Recycling Coalition,NATL RECYCLING COALITION
VoteVets Action Fund,"VOTEVETS ACTION FUND, INC."
Lazard Ltd,LAZARD GROUP LLC
"Vilsack, Thomas","VILSACK, THOMAS"
Evans Graves Engineers,"Evans-Graves Engineers, Inc."
"City of Pompano Beach, FL",City of Pompano Beach
Sellier & Bellot USA,SELLIER & BELLOT USA INC
Brotherhood of Locomotive Engineers & Trainmen,BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN
Mpc Consulting,MPC CONSULTING
Health Care Alliance for Patient Safety,HEALTH CARE ALLIANCE FOR PATIENT SAFETY
Emergent BioSolutions,Emergent Biosolutions Inc.
Pantheon Chemical,PANTHEON CHEMICAL INC
"Zolt, Eric",Eric Zolt
Children's Educational Opportunity Fdtn,CHILDRENS EDUCATIONAL OPPORTUNITY FOUNDATION AMERICA
Genentech Inc,"Genetech, Inc."
University of Northern Colorado,The University of Northern Colorado
John Gordley Assoc,Gordley Associates
"Shelley, Zack H Jr","SHELLEY, ZACK H JR"
Tribeca Lending Corp,Tribeca Lending Corporation
ISR Group,"ISR Group, Inc."
Bella Group,Bella Group A Private Foundation Inc.
Home Town Cable TV,HOME TOWN CABLE PLUS
Envelope Manufacturers Assn of America,ENVELOPE MANUFACTURERS ASSN
Microdose Technologies,MICRODOSE TECHNOLOGIES INC
Allion Healthcare,ALLIANCE FOR QUALITY NURSING HOME CARE
Sport Utility Vehicle Owners of America,SPORT UTILITIY VEHICLE OWNERS OF AMERICA
Agile Materials & Technologies,AGILE RF
Healthfirst Health Plans,HEALTHFIRST HEALTH PLANS INC
Oryxe Energy International,ORYXE ENERGY INTL
Claire's Stores,CLAIRE'S STORES INC
Broadwing Inc,IXC LONG DISTANCE
ATOFINA Chemicals,ATOFINA
WG Yates & Sons Contruction,W.G. YATES & SONS CONTRUCTION CO
United Way of the National Capital Area,UNITED WAY OF THE NATIONAL CAPITAL AREA
CropLife America,CROPLIFE AMERICA
LePage's 2000,LePage's 2000 Inc.
Bergeson & Campbell,"Bergeson & Campbell, P.C."
Bluestone Physician Services,BLUESTONE PHYSICIAN SERVICES
Ikon Public Affairs,IKON Public Affairs
St Claire Regional Medical Center,ST. CLAIRE REGIONAL MEDICAL CENTER
American Iron & Steel Institute,AMERICAN IRON AND STEEL INSTITUTE
Beneficial Management Corp,BENEFICIAL MANAGEMENT CORP OF AMERICA
Tuberous Sclerosis Alliance,TUBEROUS SCLEROSIS ALLIANCE
Compass Biomedical,Arteriocyte
BPI Technology,BPI TECHNOLOGY
"Van Kirk, Burkett","VAN KIRK, BURKETT"
Strategic Minerals Corp,STRATEGIC MINERALS CORP
Housing Works,HOUSING WORKS INC
Barclays,BARCLAYS BANK PLC & U S AFFILIATES
Cancer Therapy & Research Center,Cancer Therapy and Research Center
HMS Holdings,HMS
Corning Inc,CORNING INCORPORATED
"Hirschberg, D Jeffrey","HIRSCHBERG, D JEFFREY"
Statoil Gulf of Mexico,StatoilHydro Gulf of Mexico
Blue Cross/Blue Shield of California,BLUE SHIELD OF CALIFORNIA
National Center for Special Ed in Charter Schools,NATIONAL CENTER FOR SPECIAL EDUCATION CHARTER SCHOOLS
Southeast Milk,"Southeast Milk, Inc."
Ancore Inspection Technologies,ANCORE INSPECTION TECHNOLOGIES
Assn of Old Crows,ASSOCIATION OF OLD CROWS
Fahmy Hudome International,"FAHMY HUDOME INTERNATIONAL, INC"
Offshore Marine Service Assn,Offshore Marine Service Association
G-A Masonry Corp of New York,G-A MASONRY CORP OF NEW YORK
Florida Keys Comm Fisherman's Assn,Florida Keys Commercial Fisherman's Association
Advanced Communications,ADVANCED COMMUNICATIONS CORP
Centene Corp,CENTENE CORP
Unisys Corp,UNISYS
Depository Trust & Clearing Corp,The Depository Trust & Clearing Corporation
"McCoy, William",William McCoy
Maine Lighthouse Corp,MAINE LIGHTHOUSE CORP
Norfolk Southern,NORFOLK SOUTHERN RAILWAY CORP
Bill Simpson & Assoc,"SIMPSON & ASSOC, BILL"
Foundation Executives Group,FOUNDATION EXECUTIVES GROUP
American Seniors Housing Assn,AMERICAN SENIORS HOUSING ASSOCIATION
"Cecchetti, Ann","CECCHETTI, ANN"
Eastman Kodak,EASTMAN KODAK COMPANY
Pakistan Human Development Fund,PAKISTAN HUMAN DEVELOPMENT FUND
Dr Reddy's Laboratories,"Dr. Reddy's Laboratories, Ltd"
