,search_string,name,score
276,"Tennessee, Inc.",Tennessee Valley Authority,0.9250069766240109
7153,Pennsylvania Turnpike Commission,Pennsylvania Power Co,0.9249886321220774
8890,"Allegheny Wireline Services, Inc.",Allegheny Energy Inc.,0.9249487980000275
3287,Transportation Construction Coalition,Transportation Component Inc,0.9248895999302107
9246,Honeywell/Bendix Commercial Vehicle Systems,Honeywell Inc,0.9248426039103776
9368,Haskell Lemon Construction Co.,Haskel International Inc,0.9247496192723631
2552,QUALITY FOOD STORES,Quality Distribution Inc,0.9246979027128925
9193,Citizens Coal Council,Citizens Holding Co,0.9245906333561308
7330,LAFARGE Corporation,Lafarge SA,0.924545073314415
5982,Alexander Trucking Co.,Alexander's Inc.,0.9244537107376162
9147,"Trans Gulf, Inc.",Trans-Lux Corp,0.92437788097437
7862,"Industry, Inc.",Industrial Rubber Products Inc,0.9243054876572574
3688,HOUSEHOLD INTL INC,Household Direct Inc,0.9242971711538118
8561,White Mountain Lumber Company,White Mountains Insurance Group Ltd,0.9241816841786366
9418,"Engineering, Inc.",Engineering Animation Inc,0.9241763941509078
6928,Pioneer Valley Transit Authority,Pioneer Railcorp,0.9240954821900249
8152,American National Can,American Italian Pasta Co,0.9240720861383597
5614,Pacific Transit Management Corp.,Pacific Mercantile Bancorp,0.9240472235917566
213,Edison Electric Institute,Edison Mission Energy,0.9240270058985932
7942,Kansas Corporation Commission,Kansas City Southern,0.9239199207122771
5914,MIDWEST TILE AND CONCRETE PRODUCTS INC,Midwest Banc Holdings Inc,0.9238936460015966
8178,Morton Trupine,Morton Industrial Group Inc,0.9238917213163851
7581,Bristol Bay Economic Development Corporation,Bristol Hotel & Resort Inc,0.9238085792791392
8746,"Moore Excavation, Inc.",Moore Medical Corp.,0.9237814684156027
8736,"Columbia Helicopters, Inc.",Columbia Bancorp,0.9237222233793734
9441,Western LAMPAC,Western Sierra Bancorp,0.9237103645011785
653,California Maglev Deployment Program,California Software Corp,0.9236904556455909
3349,BORGWARNER AUTOMOTIVE INC,BorgWarner Inc,0.9236812647263003
5260,PHOENIX CRANE RENTAL CO,Phoenix Resource Technologies Inc,0.9236324695973468
8210,"Century Companies, Inc.",Century South Banks Inc,0.9235899843455084
7034,Western States Petroleum Association,Western Asset Managed High Income Fund Inc,0.9235280023779745
2731,POTOMAC ELEC POWER CO,Potomac Edison,0.9235146906572766
3869,NEW JERSEY AM WATER CO,New Jersey Resources Corp,0.9234311272814012
5424,Motor Carrier Services Division,Motor Cargo Industries Inc,0.9233451852027803
3154,BURLINGTON TAILORED FASHIONS,Burlington Resources Inc,0.9231743050237192
510,SPRINGS IND INC,Springs Industries,0.9231560374807642
9235,"Company, Inc.",Companhia Paranaense De Energia - Copel,0.9230541669050517
5750,HERITAGE SIGNS GRAPHICS,Heritage Explorations Ltd,0.9230174312238109
3212,BURLINGTON IND INC,Burlington Industries Inc,0.9230132909356595
3354,MONTGOMERY COUNTY,Montgomery Ward Holding,0.9229813830622602
2519,Eastern Niagra Chamber of Commerce,Eastern Co,0.9228272949365143
5622,"Tucker Concrete Company, Inc.",Tucker Anthony Sutro,0.9227614408303633
6056,Village of Jackson,Village Bancorp Inc,0.9226851832504636
3524,PENNSYLVAINIA FARM BUR,Pennsylvania Electric Co,0.922633034274271
7674,Petroleum Service Corporation,Petroleum Geo-Services ASA,0.9226281825943193
1844,Union Pacfic Railroad Company,Union Planters Corp,0.9225298599954131
4420,WISCONSIN WHOLESALE BEER DISTRIBUTORS ASSN INC,Wisconsin Electric Power Co,0.9225180957903809
2626,CREATIVE HOTEL ASSOCIATES,Creative Host Services Inc,0.9225123131718495
4486,TIDEWATER INTERIOR PRODUCTS,Tidewater Inc.,0.9225052424001691
1680,TRANSCO PRODUCTS INC,Transocean Ltd,0.9223363352391127
357,WASHINGTON FEDN OF STATE EMPLOYEES AFSCME,Washington Federal Inc.,0.9223352458339763
8118,Illinois Association of County Engineers Traffic and Safety Committee,Illinois Bell Telephone Co,0.9223167556982601
3088,POTLATCH CORP,PotlatchDeltic Corp,0.9222929074014105
8211,"Transco Leasing, Inc.",Trans Continental Entertainment Group Inc,0.922215409012841
8426,Andrea,Andrea Electronics Corp,0.9221524893523663
5773,Rocky Mount Cord Company,Rocky Mountain Chocolate Factory Inc,0.9221196276544857
3168,EMPIRE AIRLINES,Empire Company Ltd,0.9220273330792279
4223,LONG BEACH PUBLIC TRANSPORTATION CO,Long Beach Financial Corp,0.9220267582215156
3412,ALLSTATE CRANE RENTAL INC,Allstate Corp,0.9219172553483582
7959,"General Packaging Products, Inc.",General Cable Corp.,0.9218733256636649
1826,EXCEL,Expeditors International of Washington Inc.,0.921781962724177
4501,CHICAGO BEER DISTRIBUTING CO,Chicago Rivet & Machine Co.,0.9215915320700584
8895,Champion Brands L.L.C.,Champion Parts Inc,0.9213143025683628
7326,New England Canoe Racing Association,New England Community Bancorp,0.9212850959165072
7748,Allied Compliance Services,Allied Products,0.9212816053383571
5723,PIONEER MATERIALS INC,Pioneer Metals Corp,0.9212808154027532
8800,Mississippi Trucking Association,Mississippi Chemical Corp,0.9212359792641026
8074,"Accessair, Inc.",Access to Money Inc,0.9210837548734455
500,ALLIANCE OF SEASONAL IND FOR SAFETY AND HEALTH,Alliant Energy Corp,0.9209035280173999
3746,Capital District Transportation Committee,Capital Corp of the West,0.9208957294914993
4359,HILLSBORO COUNTY MARKET,Hillsborough Resources Ltd,0.920794521029846
4176,MATTSON CONSTRUCTION CO,Mattson Technology Inc,0.9206328058465469
3876,NEW JERSEY MFG INS CO,New Jersey Resources Corp,0.9206160415475644
7028,People for Puget Sound,People's United Financial Inc,0.9205674913944122
7233,Harvard University,Harvard Industries Inc,0.92049617014546
9506,North American Water Office,North American Datacom Inc,0.920401998002232
6287,California Northern Railroad Company,California Coastal Communities Inc,0.9203656091820518
5127,PRUDENTIAL OVERALL SUPPLY,Prudential PLC,0.9203481521665409
8385,"General Marine Leasing, Inc.",General Magnaplate Corp,0.9203257039163326
2394,Great Western Central Pharmacy,Great-West Lifeco Inc,0.9203009705178954
2147,TELECOM,Telecomm Industries Corp,0.9202735915779003
7737,Professional Standards Group for The Procter & Gamble Company,Professional Staff PLC,0.9201697680419804
8010,Tri-Valley Gas Company,Tri-Valley Corp,0.9201421440052994
3382,OWENS CORNING WORLD HEADQUARTERS,Owens Corning,0.9199443091263936
7297,St. Lawrence Seaway Pilots Association,St. Lawrence Cement Group Inc,0.9198386742700027
7993,Alabama Propane Gas Association,Alabama National BanCorporation,0.9198284781447864
5525,ELECTROTEK CORP,Electrovaya Inc,0.9198032123365399
7885,Transpro Contract Carriers Inc.,TransCanada Corp,0.9197514566869891
4158,"Green Bay Packaging, Inc.",Green Bankshares Inc,0.9197053311357414
4822,MIDWEST MOTOR EXP INC,Midwest Air Group Inc,0.9196711569965034
5918,ELECTROSWITCH,Electropure Inc,0.9195932998115042
8802,Mississippi County Arkansas,Mississippi Chemical Corp,0.9194212655815648
6629,"Continental Airlines, Inc.",Continental Precious Minerals Inc,0.9192860737014311
3302,Georgia Public Service Commission,Georgia Power Co,0.9192502487005606
2249,"Spartan Stores, Inc.",Spartan Motors Inc,0.9190828391961146
2780,California Department of Transportation,California Water Service Group,0.9190685424354892
8494,Craig Crouch,Cable Satisfaction International Inc,0.9190423260854319
2185,FOUR SEASONS RESIDENTIAL CARE AND GROUP HOME,Four Seasons Hotels Inc.,0.9188582788890128
7875,"Carrier Enterprises, Inc.",Carrier1 International SA,0.9187656894533092
8021,"Reliance Propane Service, Inc.",Reliance Bancorp Inc,0.9187385204547783
7114,Virginia Road and Transportation Builders Association,Virginia Capital Bancshares Inc,0.9186774108992517
3957,MID ATLANTIC BLDG SYSTEMS COUNCIL,Mid Atlantic Medical Services Inc.,0.9186536543182372
2069,CENTRAL COCA COLA BOTTLING INC,Central Pacific Financial Corp.,0.9185951326739443
2604,"Benchmark Express, LTD.",Benchmark Electronics Inc,0.9185496666918381
4816,WOLVERINE BRONZE CO,Wolverine Tube Inc.,0.918516956432406
1427,SPECTRUM IND PRODUCTS,Spectrum Control Inc,0.9182803273407274
1286,Schneider National Inc.,Schneider Corp,0.9182553099890326
4539,MICRO MED IND INC,Micro General Corp,0.9182202452667632
6168,BETHLEHEM MFG CO INC,Bethlehem Steel Corp,0.9182150797349392
8768,PalEx Company,Palex Inc,0.9181396768221695
4171,MARKET AND JOHNSON INC,Market & Research Corp,0.9181106303039609
1829,Georgia Concrete and Products Association,Georgia Carolina Bancshares,0.9180861310980238
3630,Colorado Association of Municipal Utilities,Colorado Casino Resorts Inc,0.9178563831844083
167,Baltimore Washington Corridor Chamber of Commerce,Baltimore Gas & Electric Co,0.9178475934784458
6621,Canadian National,Canadian National Railway Co,0.9178246239788634
2830,BUTLER CO,Butler International Inc,0.9177591838773137
3359,MORGAN LEWIS AND BOCKIUS,Morgan FunShares Inc,0.9174876576123453
2878,PENNSYLVANIA AUTOMOTIVE ASSN,Pennsylvania Real Estate Investment Trust,0.9173570310874068
8666,"Partners in Pediatrics, P.C.",Partner Communications Co Ltd,0.9173361269925766
4720,ADVANCED WINDOW SYSTEMS INC,Advanced Deposition Technology Inc,0.9172741174489583
1371,TEXAS FOOD IND ASSN,Texas United Bancshares Inc,0.91720066195332
2729,CALIFORNIA,California First National Bancorp,0.9171697103124208
671,CHICAGO COMM ON OCCUP SAFETY AND HEALTH,Chicago Bridge & Iron Co. NV,0.9171033157475675
5270,CHAMPION AMBULANCE,Champion Enterprises Inc.,0.9170981708128798
6749,Raytheon Aircraft,Raytheon Co.,0.9170595122152989
1810,Louisiana Public Service Commission,Louisiana-Pacific Corp,0.9169886745286956
1748,BEACON CONVERTERS INC,Beacon Power Corp,0.9169563811656694
8690,"General Excavation, Inc.",General Energy Resource & Technology,0.9169300520304383
7187,"All American Pipeline, L.P.",All American Group Inc,0.9168703769480904
2199,Florida State Clearinghouse,FloridaFirst Bancorp Inc,0.916818539170347
2921,MASSACHUSETTS UNION AFLCIO,Massachusetts Electric Co,0.9167577182124594
2920,PERFORMANCE PACKAGING INC,Performance Technologies Inc,0.9166136079107653
8611,"Baldwin Contracting Company, Inc.",Baldwin Piano & Organ Co,0.9165784698054472
3666,MARK IV IND INC,Mark IV Industries Inc,0.9165621648790436
291,ALLIANT TECHSYSTEMS INC,Alliance Atlantis Communications Inc,0.916561065574356
8092,"EDWARDS XPRESS, INC.",Edwards J D & Co,0.9163118859211281
1426,SPECTRUM IND PRODUCTS INC,Spectrum Control Inc,0.9161942639602784
5073,"Moore Landscapes, Inc.",Moore Products Co,0.9161422683507963
5109,HARRINGTON IND LAUNDRY AND LINEN RENTAL,Harrington Financial Group Inc,0.9161329384781536
3003,Washington State Department of Ecology,Washington Real Estate Investment Trust,0.9160863706010546
2442,EAGLE FOOD CTR INC,Eagle Food Centers Inc,0.9160534789567236
4973,CARROLL SVC CO,Carrols Corp,0.9160258849057129
7973,"Virginia Geotechnical Service, P.C.",Virginia Gas Co,0.9157613694613052
9393,"Global Environmental, Ltd.",Global Medical Products Holding,0.9156987071108644
6447,Florida Metropolitan Planning Organization Advisory Council,Florida East Coast Industries Inc.,0.9156317385659789
7706,Craig Comstock,Craig Corp,0.9155248079048771
7012,St. Lawrence Seaway Pilots' Association,St. Lawrence Seaway Corp,0.9155049988530767
3748,Capital District Transportation Authority,Capital Corp of the West,0.9154569043914769
2129,WESTVACO CORP,Western Bancorp,0.9154468008373633
7069,"Patriot Holdings, LLC.",Patriot Scientific Corp,0.9154060486508493
8789,"World Kitchen, Inc.",World Color Press Inc,0.9153553360603659
2381,PACIFIC SEAFOOD PROCESSORS ASSN,Pacific Northern Gas Ltd,0.9152583056343583
6177,ALLIED CONCRETE PRODUCTS INC,Allied Capital Corp,0.9152180637315022
7909,Berkshire Regional Transit Authority,Berkshire Realty Co Inc,0.9151590093185574
6067,NEW YORK CITY CENTRAL LABOR COUNCIL,New York Community Bancorp Inc.,0.9150880123447698
8451,Montgomery Transportation Coalition,Montgomery Street Income Securities Inc.,0.9150517724894994
2013,ROBERTS FOOD CTR,Robertson-Ceco Corp,0.9149146212699036
4122,ALLIANCE OF AUTOMOTIVE SVC PROVIDERS,AllianceBernstein Global High Income Fund Inc,0.9147277780088726
7850,Research Triangle Institute,Research Frontiers Inc,0.9147068136448586
7948,"Monarch Airlines, Ltd.",Monarch Casino & Resort Inc,0.9146363318846706
3996,INTERCOUNTY HEALTH FACILITIES ASSN INC,Intercontinental Telecommunications Corp,0.9146243021171196
3813,Arrow Trucking Company,Arrow Magnolia International Inc,0.9146054791442535
9494,Michigan Wisconsin Concrete Products,Michigan Financial Corp,0.9145648032455022
2932,Massachusetts Water Resources Authority,Massachusetts Electric Co,0.9145504670186538
4145,Alliance of Automobile Manufactures,AllianceBernstein Global High Income Fund Inc,0.9144215259580943
3810,BEST PACKAGING INC,Best Pacific Resources Ltd,0.9142571924770712
8727,"Wall Street Warehouse, Inc.",Wall Street Deli Inc,0.9142137373434837
7194,Williams Gas Pipelines,Williams Cos Inc.,0.9142132027793489
1820,GREAT NORTH FOODS,Great Plains Energy Inc,0.9140813656544942
342,Illinois Environmental Program Agency,Illinois Power Co,0.9140395255239251
2745,Central Electric Power Cooperative,Central Newspapers,0.9139210010830071
8730,West Motor Freight,Westcoast Energy Inc,0.913920227682884
8680,"International Sulphur, Inc.",International Wallcoverings Ltd,0.9136879249218931
4439,THOMAS INSTRUMENT AND MACH CO INC,Thomas & Betts Corp,0.913674996545532
3256,Transportation Intermediaries Association,Transportation Component Inc,0.9136453846197412
1232,GUARDIAN IND CORP,Guardian Life Insurance Company of America,0.9135536151014045
6947,Keystone Shipping Co.,Keystone Consolidated Industries Inc.,0.913496672786249
7210,"Occupational Health Services of America, Inc.",Occupational Health & Rehabilitation Inc,0.9134730030152408
2714,WORKSAFE,Worksafe Industries Inc,0.9134380668717283
5941,FOREST CITY ENTERPRISE INC,Forest & Marine Investments Ltd,0.9134103912248664
5059,Webster Industries Incorporated,Webster Financial Corp,0.9133043113519367
5106,WESTERN FAMILY FOODS INC,Western Water Co,0.9132234802342704
1629,ALBERTSONS INC,Albertson's Inc.,0.9131703221656665
2525,Northern Indiana Commuter Transportation District,Northern Illinois Gas,0.9130389723118508
3898,New Jersey Department of Environmental Protection,New Jersey Resources Corp,0.9130005188330275
5483,OHIO BLENDERS INC,Ohio Bell Telephone Co,0.9129955264984531
2698,WESTERN GOVERNORS ASSN,Western Beef Inc,0.912967600840947
3863,"Capital City Transport, Inc.",Capital City Bank Group,0.9129360454486461
1521,NORTH CAROLINA RETAIL MERCHANTS ASSN,North Bancshares Inc,0.9129237913887676
98,FEDERAL EXP CORP,Federal Express Corp,0.9128932704360226
7386,University of Kentucky,Universal Insurance Holdings,0.9128072838441577
488,PROMOTIONAL PRODUCTS ASSN INTL,Promotions.com Inc,0.912702119844589
478,INDEPENDENT STAVE CO INC,Independent Fact Ltd,0.9126524605009912
5973,"Carriers Container Council, Inc.",Carrier Access Corp,0.9126469884346344
8252,Williams Trucking Warehousing Logistics,Williams Controls Inc,0.9126027050235959
5025,UNIVERSAL UNIFORMS AND LINEN SVC,Universal Display Corp,0.9125801928815971
1994,ADVANCED FLUID CONNECTORS INC,Advanced Engine Technologies,0.9125005724722403
5319,WASHINGTON AVIATION GROUP,Washington Homes Inc,0.912435195126704
1276,SOUTHERN IND CONSTRUCTORS,Southern Indiana Gas&Electric,0.9124082024344534
8786,"Lindsay Machinery, Inc.",Lindsay Corp,0.9123047409087215
8328,First Minnesota Bank N.A.,First Sentinel Bancorp Inc,0.9121505700655491
5392,TELESCOPE CASUAL FURNITURE INC,Telescan Inc,0.9120869366663316
8764,Forest Resources Association,Forest Laboratories Inc,0.911997780555074
5220,PIEDMONT PLASTICS INC CORP,Piedmont Natural Gas Co Inc.,0.9119483751191872
5121,Connecticut Marine Trades Association,Connectinc.com Co,0.9117621331783428
4793,California-Nevada Super Speed Train Commission,California Engels Mining Co,0.9117051259011821
9269,Southern Company and subsidiaries,Southern Scottish Inns Inc,0.9116538323585602
7036,National Safe Kids Campaign,National Steel Corp,0.9115997778284274
5584,HAROLD R IMBUS,Harold's Stores Inc.,0.9115564218863826
7687,"Recovery 1, Inc.",Recovery Engineering Inc,0.9115461584609674
5122,Connecticut Department of Motor Vehicles,Connectinc.com Co,0.9115258331425466
9271,Southern Cotton Ginners Association,Southern Scottish Inns Inc,0.9115248586812507
6414,Medical Waste Institute,Medical Staffing Network Holdings Inc.,0.9114952115206197
8258,Mississippi Lime Co.,Mississippi Power Co,0.91146201589559
9330,"Mountain Milk, Inc.",Mountainbank Financial Corp,0.9114006891099778
7156,Pennsylvania Coal Association,Pennsylvania Power Co,0.911354307074865
2418,CLEARFIELD COUNTY MARKET,Clearfield Inc,0.9113389693683224
5301,OLESONS FARM FRESH MARKETS,OneSoft Corp,0.9113350319608521
3861,CAPITAL CONTRACTORS INC,Capital City Bank Group,0.9112090579956662
8192,Eagle Carting Inc.,Eagle Hardware & Garden Inc,0.911198217926181
498,ALLIANCE RIGGERS AND CONSTRUCTORS,Alliant Energy Corp,0.9110759195543796
4124,Alliance of Automobile Manufacturers,AllianceBernstein Global High Income Fund Inc,0.9110324684444508
4952,CONTINENTAL PRODUCTS,Continental Information Systems Corp,0.9109529571498571
1287,"Schneider National, Inc.",Schneider Corp,0.9109241495970947
4007,ALUMINUM ANODIZERS COUNCIL,Aluminum Corp of China Ltd,0.9108987966986104
3044,BOSTON ROOFING CONTRACTORS ASSN,Boston Acoustics Inc,0.9108168088809597
5379,ROCHESTER AUTOMOBILE DEALERS ASSN,Rochester Medical Corp,0.9107838872872689
5364,PATHFINDERS ASSOCIATES INC,Pathfinder Bancorp Inc,0.9106599174596344
8485,Central Mississippi Planning And Development District,Central & South West Corp,0.9106348650977797
2953,CARPENTER TECH CORP,Carpenter Technology Corp,0.9105599354835213
6033,ROYAL CHEM CO,Akorn Inc,0.9104659293558405
3664,GENESEE PACKAGING INC,Genesee Corp,0.9104601811311074
