query_string,candidate_string,match
Rohm & Haas Company,Rohm and Haas Company,1.0
Ameren Cilco,Ameren Corporation,1.0
Union Carbide Chemicals,Union Carbide Corporation,1.0
Xcel Energy Services Inc.,Xcel Energy Inc.,1.0
"Xcel Energy Services, Inc.",Xcel Energy Inc.,1.0
by The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,1.0
Allegheny Power/Allegheny Energy,"Allegheny Energy, Inc.",1.0
Alabama Electric Company Inc.,Alabama Electric Coop Inc,1.0
Chevron Corp.,Chevron Corporation,1.0
GlaxoSmithKline,GlaxoSmithKline plc,1.0
Exxon Mobil Chemical Company,Exxon Mobil Corporation,1.0
Bethlehem Steel Corporation,Bethlehem Steel Corp.,1.0
"Targa Resources, Inc.",Targa Resources Corp.,1.0
"Kinder Morgan CO2, Company","Kinder Morgan , Inc.",1.0
Union Carbide,Union Carbide Corporation,1.0
Ingersoll-Rand Company,Ingersoll-Rand Plc,1.0
John Deere Power Systems,John Deere Financial,1.0
John Deere Power Systems,"John Deere Power Products, Inc",1.0
Landfill Energy System,Landfill Energy Systems,1.0
PG&E,PG&E Corporation,1.0
"Alcoa, TN",Alcoa Inc.,1.0
Alliant Energy,Alliant Energy Corporation,1.0
INEOS Bio,INEOS Bio USA LLC,1.0
Gillette,Gillette Company,1.0
General Electric Co.,General Electric Company,1.0
"Medina Electric Cooperative, Inc.",Medina Electric Coop Inc,1.0
Rhone-Poulenc,Rhone-Poulenc Inc,1.0
Domtar,Domtar Corporation,1.0
Sunoco,"Sunoco, Inc.",1.0
John Deere Manufacturing Facilities,Deere & Company,1.0
LG&E,LG&E Power Inc.,1.0
Madison Gas,Madison Gas and Electric Company,1.0
Alcoa Incorporated [A,Alcoa Inc.,1.0
PCS Nitrogen,PCS Nitrogen LP,1.0
"S.C. Johnson & Sons, Inc.","S.C. Johnson & Son, Inc.",1.0
"S. C. Johnson & Sons, Inc.","S.C. Johnson & Son, Inc.",1.0
"Ameresco, et. al.","Ameresco, Inc.",1.0
PPG Industries,"PPG Industries, Inc.",1.0
Clean Harbors,"Clean Harbors, Inc.",1.0
Shell Chemical Company,Shell Chemical Yabucoa Inc.,1.0
Chevron,Chevron Inc,1.0
Office Depot,"Office Depot, Inc.",1.0
E On US,E.ON US Investments Corp.,1.0
the International Paper Company,International Paper Company,1.0
Kaiser Aluminum East,Kaiser Aluminum Corporation,1.0
Crosstex Energy,"Crosstex Energy Services GP, LLC",1.0
Kimberly-Clark,Kimberly-Clark Corp,1.0
Shell Chemical Company,Shell Chemical Yabucoa Inc.,1.0
At&T,AT&T Inc.,1.0
AT & T,AT&T Inc.,1.0
AT&T,AT&T Inc.,1.0
Meadwestvaco,MeadWestvaco Corp.,1.0
BASF Catalysts,BASF Corporation,1.0
"Linn Energy, LLC","Linn Energy, Inc.",1.0
E. On U.S.,E.ON SE,1.0
E.ON U.S.,E.ON SE,1.0
Celanese Americas Corporation,Celanese Corporation,1.0
General Motors Corporation,General Motors Company,1.0
Alcoa Reynolds,Alcoa Inc.,1.0
Union Electric Corporation,Union Electric Company,1.0
"DeKalb County, Georgia",DeKalb County GA,1.0
"NRG Energy, Inc. ","Nrg Energy, Inc.",1.0
GPU Nuclear,"GPU Nuclear, Inc.",1.0
Alstom Power,Alstom SA,1.0
Pepco Holdings,Pepco Holdings LLC,1.0
Lyondell Chemical Europe Inc.,Lyondell Chemical Company,1.0
Phelps Dodge,Phelps Dodge Mining Co,1.0
PSEG Services Corp.,PSEG Energy Holdings L.L.C.,1.0
S C Johnson and Son,"S.C. Johnson & Son, Inc.",1.0
NRG,"NRG Energy, Inc.",1.0
North Star Electric Co,"North Star Electric Coop, Inc",1.0
PacifiCorp Energy,PacifiCorp,1.0
WESTAR,Westar Energy,1.0
E. I. duPont de Nemours,E. I. du Pont de Nemours and Company,1.0
Nodak Electric Cooperative,Nodak Electric Coop Inc,1.0
"AT&T Services, Inc.",AT&T Inc.,1.0
"AT & T Services, Inc.",AT&T Inc.,1.0
Chevron Shipping Co.,Chevron Corporation,1.0
Marathon Oil Company,Marathon Oil Corporation,1.0
Astoria,Astoria Energy LLC,1.0
BP Chemicals Inc.,BP p.l.c.,1.0
United States Sugar Corp,United States,0.0
The University of Utah,The University,0.0
Great Lakes,Great Lakes Tissue Co,0.0
Rhode Island,Rhode Island Hospital,0.0
U. S. Department,U S Department of Energy,0.0
Renewable Energy,Renewable Energy Services Ltd.,0.0
BASF Construction Chemicals,BASF Corp,1.0
Alcoa Corporate Center,Alcoa Corporation,1.0
Moore,Moore 1,0.0
United States,United States Sugar Corp,0.0
Stuart A,Stuart A Goss Trust,0.0
Morgan,Morgan Stanley,0.0
E. E,E&E Enterprises LLC,0.0
"NRG Enregy, Inc.","Nrg Energy, Inc.",0.0
General Motors Powertrain,"General Motors, LLC",0.0
"NRG Enregy, Inc.","Nrg Energy, Inc.",0.0
K. W,K-W Co,0.0
Walter C,Walter Coke,0.0
Progress Energy Service Company,Progress Energy Inc.,1.0
DeWind,DeWind Co.,1.0
alcoa Massena East,Alcoa Inc.,1.0
American Paper Institute,American Paper Corp,0.0
Ingersoll,Ingersoll-Rand Plc,0.0
N. E,N E W Hydro LLC,0.0
Mountain View,Mountain View Elec Assn Inc,0.0
Phillips,Phillips 66,0.0
concerning Ford Motor Company,Ford Motor Company,1.0
Stuart A,Stuart A Goss Trust,0.0
Ameren Services,Ameren Corporation,1.0
"""FPL",FPL Energy,1.0
Tesoro Companies,Tesoro Corp.,1.0
White Paper,Boise White Paper LLC,0.0
The University,The University of Utah,0.0
BP Pipelines,BP p.l.c.,1.0
"United States""'",United States Sugar Corp,0.0
Gregory J,Gregory J Jaunich,0.0
Lancaster County Solid Waste Management Authority,Lancaster County Solid WR Auth,1.0
ExxonMobil,Exxon Mobil Corporation,1.0
General Motors Corporation,General Motors Company,1.0
Gary P,Gary P Marcus,0.0
General Motors   Dealer,"General Motors, LLC",1.0
Massachusetts Water Resources Authority,Massachusetts Water Res Auth,1.0
Merck,"Merck & Co., Inc.",0.0
Chevron Companies,Chevron Corporation,1.0
Celanese Americas Corporation,Celanese Corporation,1.0
"Moon Lake Electric Association, Inc.",Moon Lake Electric Assn Inc,1.0
"Marketing, Strategic Marketing Group",CTV Marketing Group,0.0
Morton,Morton Resen,0.0
Meadwestvaco,MeadWestvaco Corp,1.0
East Bay Municipal Utility District,East Bay Municipal Util Dist,1.0
AT&T,AT&T Inc.,1.0
Verso,Verso Corporation,1.0
TXU,TXU Electric Co,1.0
Alcoa Corporate Center,Alcoa Corporation,1.0
Renewable Energy,Renewable Energy Services Ltd.,0.0
Cooperative Energy Incorporated,Cooperative Energy,1.0
Tennessee Vally Authority,Tennessee Valley Authority,1.0
Washington University in St,Washington State University,0.0
Quincy-Columbia Basin Irrigation District,Quincy-Columbia Basin Irr Dist,1.0
Chattahoochee,Chattahoochee EMC,1.0
CMS Generation,CMS Generation Co.,1.0
Ohio State Univ,Ohio State University,1.0
Alaska Power Association,Alaska Power Company,0.0
BP Oil Inc.,"BP America, Inc.",1.0
FirstEnergy Generation Corporation,"FirstEnergy Generation, LLC",1.0
Arizona Public Services,Arizona Public Service Co.,1.0
Lockheed Corporation,Lockheed Martin Corporation,1.0
"Washington, AT&T Services, Inc","Washington Services, Inc.",0.0
Allied Waste,"Allied Waste Industries, Inc.",1.0
Fort Worth,Fort Worth Methane LLC,0.0
Robert C,Robert C Rier,0.0
Otter Trail Power Company,Otter Tail Power Company,1.0
Deere & Ault Consultants,Deere & Company,0.0
DTE Energy Corporate Services,"DTE Energy Services, Inc.",1.0
General Electric,General Electric Company,1.0
Metropolitan Water Reclamation District,Metropolitan Water District of S CA,0.0
City and County,City and County of Honolulu,0.0
Washington State,Washington State University,0.0
S. C. Johnson & Sons,"S.C. Johnson & Son, Inc.",1.0
Southern California Chapter,Southern California Edison Company,0.0
a FirstEnergy Corp,FirstEnergy Corp.,1.0
Merck and Co. Inc,"Merck & Co., Inc.",1.0
"Merck and Co., Inc","Merck & Co., Inc.",1.0
Perdue Farms,Perdue Farms Inc,1.0
El Dorado,El Dorado Hydro,0.0
BASF Chemical Company,BASF Corp,1.0
Ameren Services Company,Ameren Corporation,1.0
Independent Power Producers in,Independent Power Producer,0.0
U.S. Department,U S Department of Energy,0.0
Weber Basin Water Conservancy District,Weber Basin Water Conserv Dist,1.0
Exxon Mobile Refining & Supply Company,Exxon Mobil Refining and Supply Co.,1.0
Metropolitan Sewerage Agencies,Metropolitan Sewerage District,0.0
Abengoa Bioenergy,"Abengoa Bioenergy Corporation, LLC",1.0
Rhode Island,Rhode Island Hospital,0.0
Mobil Oil Corporation,ExxonMobil Oil Corporation,1.0
Tesoro,Tesoro Corp.,1.0
"power industry""",Power Industry Consultants PIC,0.0
BASF Catalysts,BASF Corp,1.0
"Georgia-Pacific Chemicals, LLC",Georgia-Pacific LLC,1.0
Rohm and Haas Louisville Plant,Rohm and Haas Company,1.0
GlaxoSmithKline LLC,GlaxoSmithKline plc,1.0
Berkshire Hathaway HomeServices,Berkshire Hathaway Inc.,1.0
Rocky Mountain Energy Council,Rocky Mountain Energy Center LLC,0.0
S C Johnson and Son,"S.C. Johnson & Son, Inc.",1.0
Procter and Gamble Products Company,The Procter & Gamble Company,1.0
Ameren CIPS,Ameren Corporation,1.0
Energy Cooperative,Cooperative Energy,0.0
John Wood,John Wood Group PLC,0.0
California Dept.,California Dept of Corrections,0.0
Reliant Energy,"Reliant Energy, Inc.",1.0
Energy Alternatives,"Energy Alternatives Wholesale, LLC",1.0
Bob Jones,Bob Jones University,0.0
johnson,Johnson,0.0
Confederated Tribes,Confederated Tribes of Warm Springs,0.0
Georgia-Pacific Consumer Operations LLC,Georgia-Pacific Cons Op LLC Port Hudson,1.0
State Farm Insurance Companies,State Farm Insurance,1.0
Stone Container Corporation,Stone Container Corp,1.0
Deseret Generation & Transmission Co,Deseret Generation And Transmission Cooperative,1.0
Goodyear Tire and Rubber Company,The Goodyear Tire & Rubber Company,1.0
DTE Energy,DTE Energy Company,1.0
Lockheed Martin,Lockheed Martin Corporation,1.0
S.D. Warren Company,S D Warren Co,1.0
Dayton Power and Light Company,Dayton Power & Light Co,1.0
University of Southern California,University of California,0.0
Kaiser Aluminum,Kaiser Aluminum Corporation,1.0
