string0,string1
Wellmark Inc,WELLMARK
St John's Medical Center,ST. JOHNS MEDICAL CENTER
"Wake County, NC","Wake County, North Carolina"
Sinclair Oil,SINCLAIR OIL CORPORATION
USEC Inc,USEC INC
Seam Llc,SEAM LLC
Sensor Technology Systems,"STS, INC."
National Mentoring Partnership,"The National Mentoring Partnership, Inc."
American Academy of Otolaryngology,American Academy of Otolaryngology-Head and Neck Surgery
Goldendale Aluminum,GOLDENDALE ALUMINUM
Education Management Corp,EDUCATION MANAGEMENT CORP
Total Immersion Software,"Total Immersion, Inc."
Association of Metropolitan Sewerage Agencies,ASSN OF METROPOLITAN SEWERAGE AGENCIES
Northwestern University,NORTHWESTERN UNIV
National Academy of Recording Arts & Sciences,NATIONAL ACADEMY OF RECORDING ARTS & SCIENCES
Health Care Data Insights,Health Data Insights
Supima Assn of America,SUPIMA ASSN OF AMERICA
Nationwide Children's Hospital,"NATIONWIDE CHILDREN'S HOSPITAL, INC."
University of Arizona,UNIV OF ARIZONA FOUNDATION
Plum Creek Timber,PLUM CREEK TIMBER CO
Custodial Financial,Custodia Financial LLC
GrayLoeffler LLC,The Loeffler Group
American University of Beirut,AMERICAN UNIV OF BEIRUT
Si Partners,SI PARTNERS
US-Russia Business Council,U S -RUSSIA BUSINESS COUNCIL
Andeavor,TESORO COMPANIES
Dayton Development Coalition,DAYTON DEVELOPMENT COALITION
St Cloud Housing & Redevelopment Auth,ST. CLOUD HOUSING & REDEVELOPMENT AUTHORITY
Newport Beach Office of the City Atty,CITY OF NEWPORT BEACH - OFFICE OF THE CITY ATTORNEY
National Assn for Surface Finishing,National Association for Surface Finishing
Global Secure Systems,GLOBAL SECURE SYSTEMS
CME Group,"CME Group, Inc."
National Park Hospitality Assn,National Park Hospitality Assoc.
Federal Search Foundation,FEDERAL SEARCH FOUNDATION
Nationwide,NATIONWIDE INSURANCE
Creekstone Farms Premium Beef,CREEKSTONE FARMS PREMIUM BEEF LLC
Meritcare Health System,MERITCARE HEALTH SYSTEM
Trw Civil Systems,TRW CIVIL SYSTEMS
Colorado Historical Society,COLORADO HISTORICAL SOCIETY
Cross Match Technologies,"CROSS MATCH TECHNOLOGIES, INC"
Sacred Wind Communications,"SACRED WIND COMMUNICATIONS, INC."
Transatlantic Business Council,EUROPEAN-AMERICAN BUSINESS COUNCIL known now as Transatlantic Business Council
Water Missions International,WATER MISSIONS INTL
Horsham Township Authority,HORSHAM TOWNSHIP AUTHORITY
Bockorny Group,BOCKORNY PETRIZZO INC
Columbus Children's Hospital,COLUMBUS CHILDRENS HOSPITAL
Security Traders Assn,SECURITY TRADERS ASSN
Quincy Bioscience,"Quincy Bioscience Holding Company, Inc."
Inmarsat Inc,INMARSAT
LTU Technologies Inc,"LTU TECHNOLOGIES, INC"
Access to Capital Coalition,ACCESS TO CAPITAL COALITION
Winston & Strawn,Winston & Strawn LLP
Syracuse Research Corp,Syracuse Research Corporation
Kyphon,KYPHON INC
Synergy Partners,"Synergy Partners, Inc."
"Brooks County, TX","BROOKS COUNTY, TEXAS"
Canpro Investments,"Canpro Investments, Ltd"
Qatar National Human Rights Cmte,Qatar National Human Rights Committee
Peace Lake Towers Corp,PEACE LAKE TOWERS CORP
Commonwealth Medical College,The Commonwealth Medical College
Medicine Access & Compliance Coalition,Medicine Access and Compliance Coalition
Llama Co,LLAMA CO
Orbital Research,ORBITAL RESEARCH
Charles Schwab Corp,"Charles Schwab & Co., Inc."
JP Energy Strategies,JP ENERGY STRATEGIES
Household International,HSBC GR-CORP
"Randall, Albert","RANDALL, ALBERT"
E-ON North America,E.ON AG
"Tulare County, CA",County of Tulare
Oculus Development,"OCULUS DEVELOPMENT, LLC"
1-800 Contacts,1-800 CONTACTS
Fabuwood Cabinetry,Fabuwood Cabinetry Corp.
General Cigar Co,GENERAL CIGAR CO INC
Aereo Inc,"Aereo, Inc."
Verifone,"Verifone, Inc."
Discovering Justice,DISCOVERING JUSTICE
Command Policy Group,Command Policy Group LLC
iDirect Technologies,"IDIRECT TECHNOLOGIES, INC"
Navigant Consulting,"NAVIGANT CONSULTING, INC."
Grace Hospital,The Grace Hospital
National Telephone Cooperative Assn,NATL TELEPHONE COOPERATIVE ASSN
Smith River Environmental,SMITH RIVER ENVIRONMENTAL INC
US Strategies,U S STRATEGIES
Gas Technology Institute,GAS TECHNOLOGY INSTITUTE - ZERO COMPENSATION
Bingham Consulting,BINGHAM CONSULTING GROUP LLC
Ed Venture,ED VENTURE
Home Care Assn of New York State,Home Care Association of New York
InstantLabs Medical Device Corp,INSTANTLABS MEDICAL DEVICE CORPORATION
Resilient Navigation & Timing Foundation,Resilient Navigation and Timing Foundation
Cliff Madison Government Relations,THOMPSON COBURN
Transport Workers Union,"The Transport Workers Union of America, AFL-CIO"
GKV Assoc of McLean,GKV ASSOCIATES OF MCLEAN
Hispanic Assn of Colleges & Universities,HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES
"Akin, Gump et al","Akin, Gump, Strauss, Hauer & Feld"
Civil Air Patrol,CIVIL AIR PATROL
Apple Inc,APPLE COMPUTER
Santa Barbara Metropolitan Transit Dist,SANTA BARBARA METROPOLITAN TRANSIT DIST
Intersections Inc,INTERSECTIONS
Applied DNA Sciences,APPLIED DNA SCIENCES
International Dairy Foods Assn,International Dairy Foods Association
WL Gore & Assoc,W.L. Gore & Associates
Rapiscan Systems,RAPISCAN SYSTEMS INC
Rural Lifestyle Alliance,"Rural Lifestyle Alliance, LLC"
"Tongour, Simpson et al",TONGOUR SIMPSON HOLSCLAW & COONEY
Kohler Co,Kohler Co.
CRWAVA Inc,"CRWAVA, Inc."
"City of Hillsboro, TX",City of Hillsboro
Ocean Shipholdings,OCEAN SHIPHOLDING
GTx Inc,"GTx, Inc."
"Dredging, Environmental & Marine Engineering NV","Dredging, Environmental & Marine Engineering, N.V."
Y-Mutual Insurance,Y-MUTUAL INSURANCE
"Conlon, Frantz et al",CONLON FRANTZ PHELAN & PIRES
National Assn of State Credit Union Supervisors,NATL ASSN OF STATE UNIVERSITIES & LAND GRANT COLLEGES
Pharmaceutical Industry Labor-Management Assn,PHARMACEUTICAL INDUSTRY LABOR- MANAGEMENT ASSOCIATION
SportingBet,SPORTINGBET
American Insurance Assn,AMERICAN INSURANCE ASSN
Moore Stephens International,MOORE STEPHENS FROST
Medical Evaluation Specialist Solutions,MEDICAL EVALUATION SPECIALIST SOLUTIONS
Boesch & Co,BOESCH & CO
ByoPlanet International,"ByoPlanet International, LLC"
Citizens Commission on Human Rights,CITIZENS COMMISSION ON HUMAN RIGHTS
Thornhill Research,THORNHILL RESEARCH INC
PPL Global,PPL
"City of Vista, CA",CITY OF VISTA
SET Corp,SET Corporation
Gauss Management Research & Engineering,"GMRE, Inc"
Barrick Gold Corp,BARRICK GOLD CORP OF NORTH AMERICA
Olympic Aid,OLYMPIC AID
Jacksonville Port Authority,JACKSONVILLE PORT AUTHORITY
Sorin Group USA,Sorin Group USA Inc
"Sutherland, Asbill & Brennan",Sutherland Asbill Brennan LLP
"City of Jacksonville, FL",CITY OF JACKSONVILLE FL
ICIX International,ICIX INTERNATIONAL LTD
Phycor Inc,"PHYCOR, INC"
Harquehala Irrigation District,HARQUEHALA IRRIGATION DISTRICT
Upstream Consulting,UPSTREAM CONSULTING
International Flavors & Fragrances,"International Flavors and Fragrances, Inc."
Siluria Technologies,"SILURIA TECHNOLOGIES, INC."
Fair Share Coalition,FAIR SHARE COALITION
Lesbian & Gay Community Services Center,LESBIAN & GAY COMMUNITY SERVICES CENTER
EBI Inc,EBI
Freeport-McMoRan Copper & Gold,FREEPORT MCMORAN COPPER & GOLD
Hill & Knowlton Strategies,"Hill & Knowlton, Inc."
Association for Financial Professionals,ASSN FOR FINANCIAL PROFESSIONALS
Oldcastle Materials,Oldcastle Materials Inc.
United Surgical Partners International,UNITED SURGICAL PARTNERS INTL
University of Miami,The University of Miami
American Small Businesses Assn,AMERICAN SMALL BUSINESSES ASSN
City of Alexandria Sanitation Authority,"CITY OF ALEXANDRIA, VA SANITATION AUTHORITY"
Cheesh'Na Tribal Council,CHEESH-NA TRIBAL COUNCIL
"Sturbitts, Charlene A","STURBITTS, CHARLENE A."
Citizens for Windsor Assn,Citizens for Windsor Association
McCann Capitol Advocates,SB Capitol Solutions
Collegium Pharmaceutical,"Collegium Pharmaceutical, Inc."
Penn State University,PENNSYLVANIA STATE UNIVERSITY
Kito Inc,"KITO, INC"
13th Street Ltd,13TH STREET LTD
Sealed Air,SEALED AIR CORP
Inverness Medical Innovations,INVERNESS MEDICAL INNOVATIONS INC
Seacoast Shipyard Assn,SEACOAST SHIPYARD ASSOCIATION
Cantor Fitzgerald,CANTOR FITZGERALD & CO
IntraMalls,INTRAMALLS LLC
Sorrento Lactalis Inc,SORRENTO LACTALIS INC
American Service Council,"American Service Council, Inc."
Ad Hoc Public Television Group,AD HOC PUBLIC TELEVISION GROUP
"Maui County, HI",County of Maui- Hawaii
Washington Gas Light Co,WASHINGTON GAS LIGHT COMPANY
"Kings County, CA","KINGS COUNTY, CALIFORNIA"
Forest City Enterprises,"Forest City Realty Trust, Inc."
Global Security Systems,"Global Security Systems, Inc."
NRB Industries,NRB INDUSTRIES
US Steel,U S STEEL GROUP
Environmental Defense Fund,ENVIRONMENTAL DEFENSE
Smile Brands,Smile Brands Group Inc.
"Braman, Edward James","BRAMAN, EDWARD JAMES"
Tenet Healthcare,TENET HEALTHCARE CORPORATION
TECT Corp,TECT Corporation
Muldoon Murphy & Faucette,MULDOON MURPHY & FAUCETTE
Timberland Co,TIMBERLAND COMPANY
"Myers, James Pierce","MYERS, JAMES PIERCE"
Lundbeck Inc,LUNDBECK INC
RC2 Corp,RC2 Corporation
Household Goods Forwarders Assn,HOUSEHOLD GOODS FORWARDERS ASSN OF AMERICA
Digital Receiver Technology,DIGITAL RECEIVER TECHNOLOGY
Curtiss-Wright Corp,CURTISS-WRIGHT CORPORATION
Aspen Aerogels,"Aspen Aerogels, Inc."
National District Attorneys Assn,National District Attorneys Association
Danone North America,"Danone North America, PBC"
Williams & Connolly,WILLIAMS & CONNOLLY LLP
"Nolan, Catherine","NOLAN, CATHERINE R."
Imation Corp,IMATION CORP
"Edwards, Angell et al",Edwards Angell Palmer & Dodge LLP
Interstate Natural Gas Assn of America,INTERSTATE NATURAL GAS
"City of Ramsey, MN",City of Ramsey
American Dietetic Assn,American Dietetic Association
Association of American Publishers,ASSOCIATION OF AMERICAN PUBLISHERS
American Wine Heritage Alliance,AMERICAN WINE HERITAGE ALLIANCE
El Paso Pipeline Group,EL PASO PIPELINE GROUP
American Wind Energy Assn,AMERICAN WIND ENERGY ASSN
American Benefits Council,AMERICAN BENEFITS COUNCIL
Independent Bakers Assn,Independent Bakers Association
Liberty Media,LIBERTY MEDIA CORP
Smartlink Radio Networks,SMARTLINK RADIO NETWORKS
Kronos Air Technologies,KRONOS AIR TECHNOLOGIES
Tiber Creek Assoc of Capitol Hill,"Tiber Creek Associates of Capitol Hill, Inc."
National Concrete Masonry Assn,National Concrete Masonry Association
Association of Jesuit Colleges & Universities,Association of Jesuit Colleges and Universities
"Cindrich, Monica","CINDRICH, MONICA"
Munters Corp,MUNTERS CORP
Equalfooting.com,EQUALFOOTING.COM
Barclays,LEHMAN BROS INC
Idrell Memorial Hospital,IDRELL MEMORIAL HOSPITAL
Penn State University,PENNSYLVANIA STATE CANCER INSTITUTE
Insightec Inc,INSIGHTEC INC
Sojourn Care,SOJOURN CARE
Sea Ray Boats,SEA RAY BOATS
Laz Parking,LAZ PARKING
Wireless Communications Assn,WIRELESS COMMUNICATIONS ASSN
National Sorghum Producers,NATL SORGHUM PRODUCERS
Ntn Usa Corp,NTN USA Corporation
Airline Pilots Security Alliance,AIRLINE PILOTS SECURITY ALLIANCE
Bajagua Project,BAJAGUA
BMG Entertainment,BMG ENTERTAINMENT
Westport Inc,Westport Inc.
Basic American Inc,BASIC AMERICAN INC
"City of Huntington Beach, CA",HUNTINGTON BEACH
FoxKiser,FOXKISER
Mattel Inc,"MATTEL, INC."
Materion Brush Performance Alloys,MATERION CORPORATION
Pathfinder International,PATHFINDER INTERNATIONAL
Bechtel National,BECHTEL NATIONAL INC.
Association of Community Cancer Centers,ASSOCIATION OF COMMUNITY CANCER CENTERS
Vint Hill Economic Development Authority,VINT HILL ECONOMIC DEVELOPMENT AUTHORITY
Broidy Capital Management,BROIDY CAPITAL MANAGEMENT
McPherson Group,MCPHERSON GROUP
McKee Nelson-Ernst & Young,MCKEE NELSON ERNSY & YOUNG
"Marion County, FL",MARION COUNTY FLORIDA
PPL Corp,PPL Corporation
Continuum 700,Continuum 700 LLC
Otsuka America,"Otsuka America Pharmaceutical, Inc."
"Ray, Melinda Mercer",Ms. Melinda Ray
Dqb International,DQB INTERNATIONAL
Integrated Technology,INTEGRATED TECHNOLOGY INC
Rockies Express Pipeline,ROCKIES EXPRESS PIPELINE LLC
Inspired Technologies,"Inspired Technologies, Inc."
McGuireWoods LLP,McGuireWoods Consulting
China Copyright Alliance,CHINA COPYRIGHT ALLIANCE
Anthem Inc,"Anthem, Inc."
Omnicare Inc,"Omnicare, Inc."
Caywil,CAYWIL LLC
Demeter Systems,DEMETER SYSTEMS LLC
University of Arkansas/Little Rock,UNIV OF ARKANSAS AT LITTLE ROCK
"Carpi, Clay & Smith",CARPI CLAY & SMITH
"City of Woodland, CA",CITY OF WOODLAND
Carolina Filters,"Carolina Filters, Inc."
GTech Corp,GTech
"City of Laredo, TX",CITY OF LAREDO TEXAS
Assn for Postal Commerce,Association for Postal Commerce
"City & County of Honolulu, HI",City and County of Honolulu
Providence Cityarts for Youth,"PROVIDENCE CITYARTS FOR YOUTH, INC"
Darryl Green Youth Life Foundation,Youth Life Foundation
Eastern Municipal Water District,EASTERN MUNICIPAL WATER DIST
Murphy Oil,MURPHY OIL CORP
US Tennis Assn,"UNITED STATES TENNIS ASSOCIATION, INCORPORATED"
Motor & Equipment Manufacturers Assn,MOTOR & EQUIPMENT MANUFACTURERS ASSN
Alliance for Outpatient Rehab Quality & Access,ALLIANCE FOR OUTPATIENT REHABILITATION QUALITY & ACCESS
Soc for Animal Protective Legislation,"Society for Animal Protective Legislation, a division of Animal Welfare Inst."
"City of San Jose, CA",CITY OF SAN JOSE
Majestic Housing & Development,"Majestic Housing and Development, LLC"
"Zuckerman, Megan",Mrs. Megan Zuckerman
Philadelphia Stock Exchange,PHILADELPHIA STOCK EXCHANGE
Transocean Sedeco Forex Inc,Transocean Sedeco Forex Inc.
United Negro College Fund,UNITED NEGRO COLLEGE FUND
HealthPolicy R&D,HEALTHPOLICY R&D
"MacDonald, Dettweiler & Assoc","MACDONALD, DETTWILER & ASSOC"
American Assn of Colleges of Nursing,American Association of Colleges of Nursing
"Maynard, Cooper & Gale","MAYNARD, COOPER & GALE, P.C."
Kynikos Assoc,KYNIKOS ASSOCIATES
New Mexico Office/Military Base Planning,NM OFFICE OF MILITARY BASE PLANNING
Goldberg & Assoc,"Goldberg & Associates, PLLC"
Solidus Resources,"Solidus Resources, LLC"
Shiprock Alternative Schools,SHIPROCK ALTERNATIVE SCHOOLS
Commercial Mortgage Securities Assn,Commercial Mortgage Securities Association
NTCA/Rural Broadband Assn,NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION
PartSource Inc,PartsSource
US Network Marketing,United States Network Marketing Company
CoreCivic Inc,CORECIVIC INC
Three Saints Bay,THREE SAINTS BAY
Pegasus Airwave,PEGASUS AIRWAVE
Woosley & Assoc,"Woosley and Associates, Inc."
Fleishman-Hillard Inc,FLEISHMAN-HILLARD INC
San Bernardino County School Superintendent,SAN BERNARDINO COUNTY SUPERINTENDENT OF SCHOOLS
Magnaphone Inc,MAGNAPHONE INC
"Simmons, Matthew R",Matthew R. Simmons
Big Brothers/Big Sisters of VA Alliance,Big Brothers Big Sisters of Virginia Alliance
Columbia University Trustees,TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NEW YORK
Be Active America,BE ACTIVE AMERICA
Stego Industries,"Stego Industries, LLC"
Morgan Hospital & Medical Center,IU HEALTH MORGAN HOSPITAL
Mesothelioma Applied Research Foundation,MESOTHELIOMA APPLIED RESEARCH FOUNDATION
KeySpan Energy,MARKETSPAN
American Waterways Operators,The American Waterways Operators
Hayes Diversified Technologies,"Hayes Diversified Technologies, Inc."
Ocean Observation System Coalition,OCEAN OBSERVATION SYSTEM COALITION
Milton S Eisenhower Foundation,MILTON S EISENHOWER FOUNDATION
Community Wealth Ventures,COMMUNITY WEALTH VENTURES
Sierra Health Services,SIERRA HEALTH SERVICES
Sumitomo Corp,Sumitomo Corporation of America
BitWise Designs,BITWISE DESIGNS
Cerebellum Corp,CEREBELLUM CORP
Denny Miller Assoc,Denny Miller Associates
LC Industries,LC INDUSTRIES
Volkswagen AG,Volkswagen Group of America Inc.
EDF Resource Capital,"EDF REsource Capital, Inc."
O'Neill Group,"THE ONEILL GROUP, LLC"
Recovery Audit Specialists LLC,"Recovery Audit Specialists, LLC"
Wystar,WYSTAR
Patriot Group,"PATRIOT GROUP INTERNATIONAL, INC"
Insight Technology,INSIGHT TECHNOLOGY INCORPORATED
Jamestown LP,"Jamestown, L.P."
Intrepid Potash,"Intrepid Potash, Inc."
Blank Rome Government Relations,Blank Rome Government Relations LLC
AmeriCold Logistics,AMERICOLD LOGISTICS
Golden Eagle Consulting II LLC,"Golden Eagle Consulting II, LLC"
American Century Companies,AMERICAN CENTURY COMPANIES & SUBSIDIARIES
Automotive Service Assn,AUTOMOTIVE SERVICE INDUSTRY ASSN
Thomas Edison State University,THOMAS EDISON STATE UNIVERSITY
Project for Clean Energy & Innovation,Project for Clean Energy and Innovation
Thales North America,THALES NORTH AMERICA INC
Ciagel,"Ciagel, LLC"
Northeast MAGLEV,"The Northeast MAGLEV, LLC"
CNOOC Ltd,CNOOC Limited
Sprenger & Lang,Sprenger and Lang PLLC
Winter Group,The Winter Group
Nelson American Homes,NELSON AMERICAN HOMES
GTech Corp,GTECH CORP
Texas Instruments,"TEXAS INSTRUMENTS, INC"
PTC Inc,"PTC, Inc."
Crestview Aerospace,L-3 COMMUNICATINS -- CRESTVIEW AEROSPACE CORP
American Moving & Storage Assn,AMERICAN MOVING AND STORAGE ASSOCIATION
American Fuel & Petrochem Manufacturers,American Fuel and Petrochemical Manufacturers
TiVo Inc,"TiVo, Inc."
Oregon Assn of Nurseries,OREGON ASSN OF NURSERIES
ViroPharma Inc,ViroPharma Incorporated
LiveWire Test Labs,"LIVEWIRE TEST LABS, INC"
Hoffmann-La Roche,F. HOFFMAN-LA ROCHE LTD
Wells Fargo,WELLS FARGO CO
American Forum for Global Education,AMERICAN FORUM FOR GLOBAL EDUCATION
Livestrong,The LIVESTRONG Foundation
"Carondelet, AZ",CARONDELET ARIZONA
Huntsman Cancer Institute,HUNTSMAN CANCER INSTITUTE
Milwaukee Metropolitan Sewerage District,MILWAUKEE METROPOLITAN SEWERAGE DISTRICT
Hi-Desert Water District,HI-DESERT WATER DISTRICT
Indiana EB5,INDIANA EB5
Dayton Power & Light,DAYTON POWER & LIGHT CO
Prohass,ProHass
Balfour Beatty Construction,"Balfour Beatty Construction, Inc."
Bp Group,BP GROUP
Airports Council International,AIRPORTS COUNCIL INTERNATIONAL - NORTH AMERICA
General Steamship,GENERAL STEAMSHIP CORP
Human Performance Labs,"Human Performance Labs, LLC"
Collegiate Funding Services LLC,COLLEGIATE FUNDING SERVICES LLC
EE & Co,E.E. & CO
Machine Parts Corp,MACHINE PARTS CORPORATION
Forscey & Stinson,"Forscey, PLLC"
Children's Hospital Assn,The Children's Hospital Association
"Zavarello, Bill",William Zavarello
Florida Medical Assn,Florida Medical Association
Peterson Group,PETERSON GROUP
Natural History Museum of Los Angeles,NATURAL HISTORY MUSEUM OF LOS ANGELES
Oregon Dept of Transportation,Oregon Department of Transportation
Wexford Strategic Advisors,"Wexford Strategic Advisors, Inc."
National Healthcare Corp,National HealthCare Corporation
Intrinergy Inc,"Intrinergy, Inc."
American Council/Regulatory Compliance,AMERICAN COUNCIL ON REGULATORY COMPLIANCE
Emerald Energy,Emerald Energy Inc.
Law Office of Stuart R Michelson,"MICHELSON, LAW OFFICE OF STUART R."
Graphic Artists Guild,GRAPHIC ARTISTS GUILD
David Nassif Assoc,"DAVID NASSIF COMPANY, LLC"
ASML Netherlands BV,ASML Netherlands B.V.
SHIP Coalition,S.H.I.P Coalition
Gary W Hankins & Assoc,"HANKINS & ASSOC, GARY W."
Air Liquide America,AMERICAN AIR LIQUIDE
"Pinal County, AZ",Pinal county
Livestock Marketing Assn,Livestock Marketing Association
All-Circo,"All-Circo, Inc."
TechRadium Inc,"TechRadium, Inc"
Republicans for Clean Air,REPUBLICANS FOR CLEAN AIR
Gallagher Group,"GALLAGHER GROUP, LLC"
Peace Officers Research Assn of CA,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA
Hispanic Communications Network,HISPANIC COMMUNICATIONS NETWORK
Ntl Ctr Tobacco-Free Kids Action Fund,NATL CENTER FOR TOBACCO FREE KIDS ACTION FUND
Manhattan Declaration,Manhattan Declaration Inc.
Iwv 2000,IWV 2000
Mail Advertising Service Assn,MAIL ADVERTISING SERVICE ASSN
"Sullivan, John J",Mr. JOHN J. SULLIVAN
Kia Motors Corp,Kia Motors Corporation
Alaska Ship & Drydock,ALASKA SHIP AND DRYDOCK
Vital Construction & Electric,Power Pack Gp lobbying for client Vital Construction Electric
Minnesota Assn of Small Cities,Minnesota Association of Small Cities
Barry University,BARRY UNIVERSITY INC
Aventis CropScience,Bayer Cropscience
OII Steering Committee,OII STEERING COMMITTEE
PPL Corp,PPL CORPORATION
"City of South Pasadena, CA",CITY OF SOUTH PASADENA
Citadel Investment Group,"CITADEL INVESTMENT GROUP, L.L.C."
Compliance Team,"The Compliance Team, Inc."
"Lewis, Patricia",Ms. Patricia Lewis
BearingPoint Inc,BEARINGPOINT
Latham & Watkins,LATHAM & WATKINS
Swope Parkway Health Center,SWOPE PARKWAY HEALTH CENTER
National Women's Law Center,NATL WOMENS LAW CENTER
New Jersey Institute of Technology,NEW JERSEY INST OF TECHNOLOGY
"Ebersole, Joseph L","EBERSOLE, JOSEPH L."
Brazos Transit District,BRAZOS TRANSIT DIST
Caring Health Center,CARING HEALTH CENTER INC
Management Resources Group,"Management Resources Group, LLC"
